Time,Co2(PPM),Temp,RH(%)
00:00:00,755,25.48,0.00
00:00:00,755,25.48,0.00
00:00:03,755,25.48,0.00
00:00:06,755,25.48,0.00
00:00:09,755,25.48,0.00
00:00:12,755,25.48,0.00
00:00:15,755,25.48,0.00
00:00:18,755,25.48,0.00
00:00:21,755,25.48,0.00
00:00:24,755,25.48,0.00
00:00:27,755,25.48,0.00
00:00:30,755,25.54,0.00
00:00:33,755,25.54,0.00
00:00:36,753,25.48,0.00
00:00:39,753,25.48,0.00
00:00:42,753,25.48,0.00
00:00:45,753,25.48,0.00
00:00:48,753,25.48,0.00
00:00:51,753,25.48,0.00
00:00:54,753,25.48,0.00
00:00:57,753,25.48,0.00
00:01:00,753,25.48,0.00
00:01:03,753,25.48,0.00
00:01:06,755,25.48,0.00
00:01:09,755,25.48,0.00
00:01:12,755,25.48,0.00
00:01:15,755,25.54,0.00
00:01:18,755,25.54,0.00
00:01:21,755,25.48,0.00
00:01:24,755,25.48,0.00
00:01:27,755,25.48,0.00
00:01:30,755,25.48,0.00
00:01:33,755,25.48,0.00
00:01:36,755,25.48,0.00
00:01:39,755,25.48,0.00
00:01:42,755,25.48,0.00
00:01:45,755,25.48,0.00
00:01:48,755,25.48,0.00
00:01:51,755,25.48,0.00
00:01:54,755,25.48,0.00
00:01:57,755,25.48,0.00
00:02:00,755,25.48,0.00
00:02:03,755,25.48,0.00
00:02:06,755,25.48,0.00
00:02:09,755,25.48,0.00
00:02:12,755,25.48,0.00
00:02:15,755,25.48,0.00
00:02:18,755,25.48,0.00
00:02:21,755,25.48,0.00
00:02:24,756,25.48,0.00
00:02:27,756,25.48,0.00
00:02:30,756,25.48,0.00
00:02:33,756,25.48,0.00
00:02:36,756,25.48,0.00
00:02:39,756,25.48,0.00
00:02:42,756,25.54,0.00
00:02:45,757,25.48,0.00
00:02:48,757,25.48,0.00
00:02:51,757,25.48,0.00
00:02:54,757,25.48,0.00
00:02:57,759,25.48,0.00
00:03:00,759,25.48,0.00
00:03:03,759,25.48,0.00
00:03:06,760,25.48,0.00
00:03:09,760,25.48,0.00
00:03:12,760,25.48,0.00
00:03:15,759,25.48,0.00
00:03:18,759,25.48,0.00
00:03:21,759,25.48,0.00
00:03:24,759,25.48,0.00
00:03:27,757,25.48,0.00
00:03:30,757,25.48,0.00
00:03:33,757,25.48,0.00
00:03:36,756,25.48,0.00
00:03:39,756,25.48,0.00
00:03:42,756,25.48,0.00
00:03:45,755,25.48,0.00
00:03:48,755,25.48,0.00
00:03:51,755,25.48,0.00
00:03:54,755,25.48,0.00
00:03:57,755,25.48,0.00
00:04:00,755,25.48,0.00
00:04:03,755,25.48,0.00
00:04:06,755,25.48,0.00
00:04:09,755,25.48,0.00
00:04:12,755,25.48,0.00
00:04:15,755,25.48,0.00
00:04:18,755,25.48,0.00
00:04:21,755,25.48,0.00
00:04:24,755,25.48,0.00
00:04:27,755,25.48,0.00
00:04:30,755,25.48,0.00
00:04:33,755,25.48,0.00
00:04:36,755,25.54,0.00
00:04:39,755,25.54,0.00
00:04:42,755,25.48,0.00
