Time,Co2(PPM),Temp,RH(%)
00:00:00,443,27.73,0.00
00:00:00,443,27.73,0.00
00:00:03,443,27.73,0.00
00:00:06,443,27.73,0.00
00:00:09,443,27.73,0.00
00:00:12,443,27.73,0.00
00:00:15,445,27.73,0.00
00:00:18,445,27.73,0.00
00:00:21,445,27.73,0.00
00:00:24,445,27.73,0.00
00:00:27,445,27.73,0.00
00:00:30,445,27.73,0.00
00:00:33,445,27.73,0.00
00:00:36,445,27.73,0.00
00:00:39,445,27.73,0.00
00:00:42,445,27.73,0.00
00:00:45,445,27.73,0.00
00:00:48,445,27.73,0.00
00:00:51,445,27.73,0.00
00:00:54,445,27.73,0.00
00:00:57,445,27.73,0.00
00:01:00,445,27.73,0.00
00:01:03,445,27.73,0.00
00:01:06,445,27.73,0.00
00:01:09,445,27.73,0.00
00:01:12,445,27.73,0.00
00:01:15,446,27.73,0.00
00:01:18,446,27.73,0.00
00:01:21,446,27.73,0.00
00:01:24,446,27.73,0.00
00:01:27,446,27.73,0.00
00:01:30,446,27.73,0.00
00:01:33,446,27.73,0.00
00:01:36,445,27.73,0.00
00:01:39,445,27.73,0.00
00:01:42,445,27.79,0.00
00:01:45,443,27.73,0.00
00:01:48,443,27.73,0.00
00:01:51,443,27.73,0.00
00:01:54,443,27.73,0.00
00:01:57,442,27.73,0.00
00:02:00,442,27.73,0.00
00:02:03,442,27.73,0.00
00:02:06,442,27.73,0.00
00:02:09,442,27.73,0.00
00:02:12,442,27.73,0.00
00:02:15,442,27.73,0.00
00:02:18,442,27.73,0.00
00:02:21,442,27.73,0.00
00:02:24,442,27.73,0.00
00:02:27,442,27.73,0.00
00:02:30,442,27.73,0.00
00:02:33,442,27.73,0.00
00:02:36,442,27.73,0.00
00:02:39,442,27.73,0.00
00:02:42,442,27.73,0.00
00:02:45,442,27.73,0.00
00:02:48,442,27.73,0.00
00:02:51,442,27.73,0.00
00:02:54,442,27.73,0.00
00:02:57,442,27.73,0.00
00:03:00,442,27.73,0.00
00:03:03,442,27.73,0.00
00:03:06,442,27.73,0.00
00:03:09,442,27.73,0.00
00:03:12,442,27.73,0.00
00:03:15,442,27.73,0.00
00:03:18,442,27.73,0.00
00:03:21,442,27.73,0.00
00:03:24,442,27.73,0.00
00:03:27,442,27.73,0.00
00:03:30,442,27.73,0.00
00:03:33,442,27.73,0.00
00:03:36,442,27.73,0.00
00:03:39,442,27.73,0.00
00:03:42,442,27.73,0.00
00:03:45,443,27.73,0.00
00:03:48,443,27.73,0.00
00:03:51,443,27.73,0.00
00:03:54,443,27.73,0.00
00:03:57,443,27.73,0.00
00:04:00,443,27.73,0.00
00:04:03,443,27.79,0.00
00:04:06,443,27.73,0.00
00:04:09,443,27.73,0.00
00:04:12,443,27.73,0.00
00:04:15,443,27.73,0.00
00:04:18,443,27.73,0.00
00:04:21,443,27.73,0.00
00:04:24,443,27.73,0.00
00:04:27,445,27.73,0.00
00:04:30,445,27.73,0.00
00:04:33,445,27.73,0.00
00:04:36,445,27.73,0.00
00:04:39,445,27.73,0.00
00:04:42,445,27.73,0.00
00:04:45,445,27.73,0.00
00:04:48,445,27.73,0.00
00:04:51,445,27.73,0.00
00:04:54,445,27.73,0.00
00:04:57,445,27.73,0.00
00:05:00,445,27.73,0.00
00:05:03,445,27.73,0.00
00:05:06,445,27.73,0.00
00:05:09,445,27.73,0.00
00:05:12,445,27.73,0.00
00:05:15,445,27.73,0.00
00:05:18,445,27.73,0.00
00:05:21,445,27.73,0.00
00:05:24,445,27.73,0.00
00:05:27,445,27.73,0.00
00:05:30,445,27.73,0.00
00:05:33,445,27.73,0.00
00:05:36,445,27.73,0.00
00:05:39,445,27.73,0.00
00:05:42,445,27.73,0.00
00:05:45,445,27.73,0.00
00:05:48,445,27.73,0.00
00:05:51,445,27.73,0.00
00:05:54,445,27.73,0.00
00:05:57,446,27.73,0.00
00:06:00,446,27.73,0.00
00:06:03,446,27.73,0.00
00:06:06,446,27.73,0.00
00:06:09,446,27.73,0.00
00:06:12,446,27.73,0.00
00:06:15,446,27.73,0.00
00:06:18,446,27.73,0.00
00:06:21,446,27.73,0.00
00:06:24,446,27.73,0.00
00:06:27,446,27.73,0.00
00:06:30,446,27.73,0.00
00:06:33,446,27.73,0.00
00:06:36,446,27.73,0.00
00:06:39,446,27.73,0.00
00:06:42,446,27.73,0.00
00:06:45,446,27.73,0.00
00:06:48,446,27.73,0.00
00:06:51,446,27.73,0.00
00:06:54,446,27.73,0.00
00:06:57,447,27.73,0.00
00:07:00,447,27.73,0.00
00:07:03,447,27.73,0.00
00:07:06,448,27.73,0.00
00:07:09,448,27.73,0.00
00:07:12,448,27.73,0.00
00:07:15,448,27.73,0.00
00:07:18,449,27.73,0.00
00:07:21,449,27.73,0.00
00:07:24,449,27.73,0.00
00:07:27,450,27.73,0.00
00:07:30,450,27.73,0.00
00:07:33,450,27.73,0.00
00:07:36,451,27.73,0.00
00:07:39,451,27.73,0.00
00:07:42,451,27.73,0.00
00:07:45,451,27.73,0.00
00:07:48,452,27.73,0.00
00:07:51,452,27.73,0.00
00:07:54,452,27.73,0.00
00:07:57,454,27.73,0.00
00:08:00,454,27.73,0.00
00:08:03,454,27.73,0.00
00:08:06,454,27.73,0.00
00:08:09,454,27.73,0.00
00:08:12,454,27.73,0.00
00:08:15,454,27.73,0.00
00:08:18,454,27.73,0.00
