Time,Co2(PPM),Temp,RH(%)
13:16:21,817,0.00,0.00
13:16:24,817,26.60,0.00
13:16:27,817,26.60,0.00
13:16:30,819,26.60,0.00
13:16:33,819,26.60,0.00
13:16:36,819,26.60,0.00
13:16:39,821,26.60,0.00
13:16:42,821,26.60,0.00
13:16:45,821,26.60,0.00
13:16:48,821,26.60,0.00
13:16:51,821,26.60,0.00
13:16:54,821,26.60,0.00
13:16:57,821,26.60,0.00
13:17:00,820,26.60,0.00
13:17:03,820,26.60,0.00
13:17:06,820,26.60,0.00
13:17:09,820,26.60,0.00
13:17:12,820,26.60,0.00
13:17:15,820,26.60,0.00
13:17:18,820,26.60,0.00
13:17:21,820,26.60,0.00
13:17:24,820,26.60,0.00
13:17:27,820,26.60,0.00
13:17:30,820,26.60,0.00
13:17:33,820,26.60,0.00
13:17:36,820,26.60,0.00
13:17:39,823,26.60,0.00
13:17:42,823,26.60,0.00
13:17:45,823,26.60,0.00
13:17:48,823,26.60,0.00
13:17:51,823,26.60,0.00
13:17:54,823,26.60,0.00
13:17:57,823,26.60,0.00
13:18:00,824,26.60,0.00
13:18:03,824,26.60,0.00
13:18:06,824,26.60,0.00
13:18:09,824,26.60,0.00
13:18:12,824,26.60,0.00
13:18:15,824,26.60,0.00
13:18:18,824,26.60,0.00
13:18:21,824,26.60,0.00
13:18:24,824,26.60,0.00
13:18:27,824,26.60,0.00
13:18:30,824,26.60,0.00
13:18:33,824,26.60,0.00
13:18:36,824,26.60,0.00
13:18:39,824,26.60,0.00
13:18:42,824,26.60,0.00
13:18:45,824,26.60,0.00
13:18:48,824,26.60,0.00
13:18:51,824,26.60,0.00
13:18:54,824,26.60,0.00
13:18:57,824,26.60,0.00
13:19:00,824,26.60,0.00
13:19:03,824,26.60,0.00
13:19:06,824,26.60,0.00
13:19:09,823,26.60,0.00
13:19:12,823,26.60,0.00
13:19:15,823,26.60,0.00
13:19:18,823,26.60,0.00
13:19:21,823,26.60,0.00
13:19:24,823,26.60,0.00
13:19:27,823,26.60,0.00
13:19:30,823,26.60,0.00
13:19:33,823,26.60,0.00
13:19:36,823,26.60,0.00
13:19:39,823,26.60,0.00
13:19:42,823,26.60,0.00
13:19:45,823,26.60,0.00
13:19:48,823,26.60,0.00
13:19:51,824,26.60,0.00
13:19:54,824,26.60,0.00
13:19:57,824,26.60,0.00
13:20:00,824,26.60,0.00
13:20:03,824,26.60,0.00
13:20:06,824,26.60,0.00
13:20:09,824,26.60,0.00
13:20:12,824,26.60,0.00
13:20:15,824,26.60,0.00
13:20:18,824,26.60,0.00
13:20:21,824,26.60,0.00
13:20:24,824,26.60,0.00
13:20:27,824,26.60,0.00
13:20:30,826,26.60,0.00
13:20:33,826,26.60,0.00
13:20:36,826,26.60,0.00
13:20:39,826,26.60,0.00
13:20:42,826,26.60,0.00
13:20:45,826,26.60,0.00
13:20:48,826,26.60,0.00
13:20:51,826,26.60,0.00
13:20:54,826,26.60,0.00
13:20:57,826,26.60,0.00
13:21:00,826,26.60,0.00
13:21:03,826,26.60,0.00
13:21:06,826,26.60,0.00
13:21:09,826,26.60,0.00
13:21:12,824,26.60,0.00
13:21:15,824,26.60,0.00
13:21:18,824,26.60,0.00
13:21:21,826,26.60,0.00
13:21:24,826,26.60,0.00
13:21:27,826,26.60,0.00
13:21:30,826,26.60,0.00
13:21:33,826,26.60,0.00
13:21:36,826,26.60,0.00
13:21:39,826,26.60,0.00
13:21:42,826,26.60,0.00
13:21:45,826,26.60,0.00
13:21:48,826,26.60,0.00
13:21:51,827,26.60,0.00
13:21:54,827,26.60,0.00
13:21:57,827,26.60,0.00
13:22:00,829,26.60,0.00
13:22:03,829,26.60,0.00
13:22:06,829,26.60,0.00
13:22:09,829,26.60,0.00
13:22:12,829,26.60,0.00
13:22:15,829,26.60,0.00
13:22:18,829,26.60,0.00
13:22:21,827,26.60,0.00
13:22:24,827,26.60,0.00
13:22:27,827,26.60,0.00
13:22:30,827,26.60,0.00
13:22:33,827,26.60,0.00
13:22:36,827,26.60,0.00
13:22:39,827,26.60,0.00
13:22:42,829,26.60,0.00
13:22:45,829,26.60,0.00
13:22:48,829,26.60,0.00
13:22:51,829,26.60,0.00
13:22:54,829,26.60,0.00
13:22:57,829,26.60,0.00
13:23:00,829,26.60,0.00
13:23:03,829,26.60,0.00
13:23:06,829,26.60,0.00
13:23:09,829,26.60,0.00
13:23:12,830,26.60,0.00
13:23:15,830,26.60,0.00
13:23:18,830,26.60,0.00
13:23:21,830,26.60,0.00
13:23:24,830,26.60,0.00
13:23:27,830,26.60,0.00
13:23:30,830,26.60,0.00
13:23:33,831,26.60,0.00
13:23:36,831,26.54,0.00
13:23:39,831,26.54,0.00
13:23:42,831,26.60,0.00
13:23:45,831,26.60,0.00
13:23:48,831,26.60,0.00
13:23:51,831,26.60,0.00
13:23:54,831,26.60,0.00
13:23:57,831,26.54,0.00
13:24:00,831,26.54,0.00
13:24:03,834,26.60,0.00
13:24:06,834,26.54,0.00
13:24:09,834,26.54,0.00
13:24:12,834,26.60,0.00
13:24:15,834,26.60,0.00
13:24:18,834,26.60,0.00
13:24:21,831,26.54,0.00
13:24:24,831,26.54,0.00
13:24:27,831,26.54,0.00
13:24:30,831,26.54,0.00
13:24:33,831,26.60,0.00
13:24:36,831,26.54,0.00
13:24:39,831,26.54,0.00
13:24:42,835,26.54,0.00
13:24:45,835,26.54,0.00
13:24:48,835,26.60,0.00
13:24:51,837,26.54,0.00
13:24:54,837,26.54,0.00
13:24:57,837,26.54,0.00
13:25:00,837,26.54,0.00
13:25:03,839,26.54,0.00
